   0.165474343 -0.0828691927  0.306752143
   0.165058907 -0.409259287 -0.219738389
   0.100110248 -0.144390411  0.0103659977
  -0.195166941  0.113846277  0.0559553501
   0.0891135635  0.0418986523  0.919611896
  -0.0475921289 -0.0796836769 -0.17527997
   0.0556240574  0.0919815043 -0.586223824
   0.104420561 -0.365603532 -0.43768082
  -0.301451659 -0.372640261  0.326191327
   0.0983409956  0.505157548  0.0861968868
  -0.631312299 -0.290543887 -0.99245506
   0.0917797459  0.40800083 -0.341309012
   0.0327565901  0.0258039526  0.251323706
   0.272844017  0.558301483  0.796289769

